Public ID,Gene,Gene description,sch9/wt,ras2/wt,tor1/wt,,,
YHL004W,MRP4,Mitochondrial ribosomal protein of the small subunit,-0.2753,-0.2981,-0.7183,,,
YHL006C,SHU1,"Protein of unassigned function involved in mutation suppression, important for error-free repair of spontaneous and induced DNA lesions to protect the genome from mutation, associates with Shu2p, Psy3p, and Csm2p",0.3965,0.6368,0.5220,,,
YHL007C,STE20,"Signal transducing kinase of the PAK (p21-activated kinase) family, involved in pheromone response and pseudohyphalinvasive growth pathways, activated by Cdc42p, binds Ste4p at a GBB motif present in noncatalytic domains of PAK kinases",-0.0977,-0.7761,-0.4031,,,
YHL008C,---,Hypothetical protein,0.5767,0.4674,0.0511,,,
YHL009C,YAP3,Basic leucine zipper (bZIP) transcription factor,-0.2953,-0.7147,-0.4057,,,
YHL009W-A,---,"TyA Gag protein, the main structural constituent of virus-like particles (VLPs)  TyA Gag protein, the main structural constituent of virus-like particles (VLPs)  TyB Gag-Pol protein, proteolytically processed to make the Gag, RT, PR, and IN proteins that are required for retrotransposition  TyA Gag protein, the main structural constituent of virus-like particles (VLPs)  TyB Gag-Pol protein, proteolytically processed to make the Gag, RT, PR, and IN proteins that are required for retrotransposition",-0.0865,-0.3258,-0.1230,,,
YHL009W-B,---,"TyA Gag protein, the main structural constituent of virus-like particles (VLPs)  TyA Gag protein, the main structural constituent of virus-like particles (VLPs)  TyB Gag-Pol protein, proteolytically processed to make the Gag, RT, PR, and IN proteins that are required for retrotransposition  TyA Gag protein, the main structural constituent of virus-like particles (VLPs)  TyB Gag-Pol protein, proteolytically processed to make the Gag, RT, PR, and IN proteins that are required for retrotransposition",-0.4073,-0.8989,-0.4398,,,
YHL010C,---,Hypothetical protein,0.1660,-0.0409,0.0965,,,
YHL011C,PRS3,"5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase, involved in nucleotide, histidine, and tryptophan biosynthesis, one of a five related enzymes, which are active as heteromultimeric complexes",-0.0539,0.0015,-0.1390,,,
YHL012W,---,Hypothetical protein,0.0478,0.0921,0.1318,,,
YHL013C,---,Hypothetical protein,-0.0906,-0.6177,-0.0029,,,
YHL014C,YLF2,Protein with weak similarity to B. subtilis GTP-binding protein and to human glycogen phosphorylases,-0.8085,-0.9508,-0.7214,,,
YHL015W,RPS20,"Protein component of the small (40S) ribosomal subunit, overproduction suppresses mutations affecting RNA polymerase III-dependent transcription, has similarity to E. coli S10 and rat S20 ribosomal proteins",0.8391,0.4457,1.0132,,,
YHL015W-A,---,Identified by expression profiling and mass spectrometry,-0.1045,0.6089,-0.0273,,,
YHL016C,DUR3,"Plasma membrane urea transporter, expression is highly sensitive to nitrogen catabolite repression and induced by allophanate, the last intermediate of the allantoin degradative pathway",0.3936,0.6821,0.1149,,,
YHL017W,---,Hypothetical protein,0.2744,1.1023,0.3968,,,
YHL018W,---,Hypothetical protein,-0.1288,-0.1005,-0.2218,,,
YHL019C,APM2,"Protein of unknown function, homologous to the medium chain of mammalian clathrin-associated protein complex, involved in vesicular transport",0.0731,0.0783,0.2993,,,
YHL020C,OPI1,"Transcriptional regulator of a variety of genes, phosphorylation by protein kinase A stimulates Opi1p function in negative regulation of phospholipid biosynthetic genes",-1.4433,-1.2450,-0.4785,,,
YHL021C,---,"The authentic, non-tagged protein was localized to the mitochondria",-0.6820,-0.6816,-0.2156,,,
YHL022C,SPO11,"Meiosis-specific protein that initiates meiotic recombination by catalyzing the formation of double-strand breaks in DNA via a transesterification reaction, required for homologous chromosome pairing and synaptonemal complex formation",-0.6919,-0.5000,-0.1978,,,
YHL023C,RMD11,Protein required for sporulation,-0.0385,-0.3615,-0.0059,,,
YHL024W,RIM4,Putative RNA-binding protein required for the expression of early and middle sporulation genes,-0.4725,0.1071,-0.7316,,,
YHL025W,SNF6,"One of 11 subunits of the SWISNF chromatin remodeling complex involved in transcriptional regulation, functions interdependently in transcriptional activation with Snf2p and Snf5p",0.0442,-0.2866,0.1845,,,
YHL026C,---,Hypothetical protein,0.6596,1.1035,0.0322,,,
YHL027W,RIM101,"Transcriptional repressor involved in the response to pH, required for alkaline pH-stimulated differentiation pathways such as haploid invasive growth and sporulation, activated by proteolytic processing, has similarity to the A. nidulans transcription factor PacC",0.2813,0.0454,0.0624,,,
YHL028W,WSC4,"ER membrane protein involved in the translocation of soluble secretory proteins and insertion of membrane proteins into the ER membrane, exhibits functional overlap with WSC family members involved in the stress response",1.0599,1.5985,0.9029,,,
YHL029C,---,"Cytoplasmic protein required for replication of Brome mosaic virus in S. cerevisiae, which is a model system for studying replication of positive-strand RNA viruses in their natural hosts",-0.2304,0.1341,-0.4447,,,
YHL030W,ECM29,"Major component of the proteasome, tethers the proteasome core particle to the regulatory particle, and enhances the stability of the proteasome",0.2062,-0.5882,0.2015,,,
YHL031C,GOS1,"v-SNARE protein involved in Golgi transport, homolog of the mammalian protein GOS-28GS28",0.2824,-0.0666,0.5211,,,
YHL032C,GUT1,"Glycerol kinase, converts glycerol to glycerol-3-phosphate, glucose repression of expression is mediated by Adr1p and Ino2p-Ino4p, derepression of expression on non-fermentable carbon sources is mediated by Opi1p and Rsf1p",-0.2128,-0.0428,-0.0327,,,
YHL033C,RPL8B  RPL8A,"Ribosomal protein L4 of the large (60S) ribosomal subunit, nearly identical to Rpl8Ap and has similarity to rat L7a ribosomal protein, mutation results in decreased amounts of free 60S subunits  Ribosomal protein L4 of the large (60S) ribosomal subunit, nearly identical to Rpl8Bp and has similarity to rat L7a ribosomal protein, mutation results in decreased amounts of free 60S subunits",0.8431,0.8083,0.8846,,,
YHL034C,SBP1,"Nucleolar single-strand nucleic acid binding protein, associates with small nuclear RNAs",-0.0768,-0.4532,0.1327,,,
YHL035C,---,"Protein of unknown function, member of the ATP-binding cassette (ABC) family, potential Cdc28p substrate",1.2846,0.9499,0.9855,,,
YHL036W,MUP3,"Low affinity methionine permease, similar to Mup1p",-0.0373,1.0575,0.4283,,,
YHL038C,CBP2,"Protein required for splicing of COB aI5 intron, Cytochrome B pre-mRNA processing protein",-0.3122,-0.5246,-0.3348,,,
YHL039W,---,Hypothetical protein,0.2100,0.4292,0.0726,,,
YHL040C,ARN1,"Transporter, member of the ARN family of transporters that specifically recognize siderophore-iron chelates, responsible for uptake of iron bound to ferrirubin, ferrirhodin, and related siderophores",0.5685,0.7052,0.5449,,,
YHL042W,---,Hypothetical protein,0.3251,1.6050,0.7057,,,
YHL043W,ECM34,Non-essential protein of unknown function,0.2109,0.8769,-0.0386,,,
YHL044W,---,"Putative integral membrane protein, member of DUP240 gene family, green fluorescent protein (GFP)-fusion protein localizes to the plasma membrane in a punctate pattern",0.4853,1.3536,0.5120,,,
YHL047C,ARN2,"Transporter, member of the ARN family of transporters that specifically recognize siderophore-iron chelates, responsible for uptake of iron bound to the siderophore triacetylfusarinine C",0.9950,1.1206,1.3306,,,
YHL048C-A,---,Identified by expression profiling and mass spectrometry,-1.4956,-0.6350,-0.0156,,,
YHL048W,COS8,"Hypothetical protein  Nuclear membrane protein, member of a family of conserved, often subtelomerically-encoded proteins, regulation suggests a potential role in the unfolded protein response",-1.2834,1.4313,0.9578,,,
YHR001W,OSH7,"Member of an oxysterol-binding protein family with seven members in S. cerevisiae, family members have overlapping, redundant functions in sterol metabolism and collectively perform a function essential for viability",0.0419,-0.2546,0.1594,,,
YHR001W-A,QCR10,8.5 kDa subunit of the ubiqunol-cytochrome c oxidoreductase complex,-0.1497,-0.1051,-0.2682,,,
YHR002W,LEU5,"Mitochondrial carrier protein involved in the accumulation of CoA in the mitochondrial matrix, homolog of human Graves disease protein, does not encode an isozyme of Leu4p, as first hypothesized",0.0388,-0.0342,-0.0358,,,
YHR003C,---,Hypothetical protein,-0.1409,-0.1591,0.1476,,,
YHR004C,NEM1,"Protein of the nuclear envelope required for the spherical shape of the nucleus, required for normal sporulation",-0.1719,-0.5864,-0.3513,,,
YHR005C,GPA1,"GTP-binding alpha subunit of the heterotrimeric G protein that couples to pheromone receptors, negatively regulates the mating pathway by sequestering G(beta)gamma and by triggering an adaptive response, activates the pathway via Scp160p",0.2366,-0.4368,-0.0357,,,
YHR005C-A,MRS11,"Essential protein of the mitochondrial intermembrane space, forms a complex with Tim9p (TIM10 complex) that mediates insertion of hydrophobic proteins at the inner membrane, has homology to Mrs5p, which is also involved in this process",-0.7023,-0.9360,-0.5429,,,
YHR006W,STP2,"Transcription factor, activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids, activates transcription of amino acid permease genes",0.1277,-0.7375,-0.1729,,,
YHR007C,ERG11,"Lanosterol 14-alpha-demethylase, catalyzes the C-14 demethylation of lanosterol to form 4,4-dimethyl cholesta-8,14,24-triene-3-beta-ol in the ergosterol biosynthesis pathway, member of the cytochrome P450 family",0.5655,0.4670,0.4658,,,
YHR007C-A,---,Identified by expression profiling and mass spectrometry,0.4772,0.8854,0.4723,,,
YHR008C,SOD2,Manganese-containing superoxide dismutase,0.4889,0.4316,0.2982,,,
YHR009C,---,Hypothetical protein,-0.6545,-0.1835,-0.4660,,,
YHR010W,RPL27A,"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl27Bp and has similarity to rat L27 ribosomal protein",0.4959,0.0011,0.5451,,,
YHR011W,DIA4,"Probable mitochondrial seryl-tRNA synthetase, mutant displays increased invasive and pseudohyphal growth",-0.6663,-1.0388,-0.3299,,,
YHR012W,VPS29,"Endosomal protein that is a subunit of the membrane-associated retromer complex essential for endosome-to-Golgi retrograde transport, forms a subcomplex with Vps35p and Vps26p that selects cargo proteins for endosome-to-Golgi retrieval",-0.1319,-0.7085,-0.0650,,,
YHR013C,ARD1,"Subunit of the N-terminal acetyltransferase NatA (Nat1p, Ard1p, Nat5p), N-terminally acetylates many proteins, which influences multiple processes such as the cell cycle, heat-shock resistance, mating, sporulation, and telomeric silencing",-0.1587,-0.3065,0.3138,,,
YHR014W,SPO13,"Meiosis-specific protein of unknown function, involved in maintaining sister chromatid cohesion during meiosis I as well as promoting proper attachment of kinetochores to the spindle during meiosis I and meiosis II",-0.0005,0.2518,0.0705,,,
YHR015W,MIP6,"Putative RNA-binding protein, interacts with Mex67p, which is a component of the nuclear pore involved in nuclear mRNA export",-0.2938,-0.8953,-0.3517,,,
YHR016C,YSC84,"Protein involved in the organization of the actin cytoskeleton, contains SH3 domain similar to Rvs167p",-0.3638,-0.0372,0.1912,,,
YHR017W,YSC83,similar to S. douglasii YSD83,-0.4620,-0.3234,-0.2218,,,
YHR018C,ARG4,"Argininosuccinate lyase, catalyzes the final step in the arginine biosynthesis pathway",-0.3595,-0.8325,-0.6226,,,
YHR019C,DED81,"Cytosolic asparaginyl-tRNA synthetase, required for protein synthesis, catalyzes the specific attachment of asparagine to its cognate tRNA",-0.1029,0.0981,-0.1689,,,
YHR020W,---,Protein required for cell viability,-0.1464,-0.0615,-0.2797,,,
YHR021C,RPS27B,"Protein component of the small (40S) ribosomal subunit, nearly identical to Rps27Ap and has similarity to rat S27 ribosomal protein",0.5002,0.4963,0.4745,,,
YHR021W-A,ECM12,Non-essential protein of unknown function,-0.0265,0.2118,0.0277,,,
YHR022C,---,Hypothetical protein,0.0261,0.6418,-0.1840,,,
YHR022C-A,---,"Identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching",-0.0284,-0.0642,0.0465,,,
YHR023W,MYO1,"Type II myosin heavy chain, required for wild-type cytokinesis and cell separation, localizes to the actomyosin ring, binds to myosin light chains Mlc1p and Mlc2p through its IQ1 and IQ2 motifs respectively",-0.1479,-0.4976,0.0105,,,
YHR024C,MAS2,"Larger subunit of the mitochondrial processing protease, essential processing enzyme that cleaves the N-terminal targeting sequences from mitochondrially imported proteins",-0.5306,-0.3073,-0.6844,,,
YHR025W,THR1,"Homoserine kinase, conserved protein required for threonine biosynthesis, expression is regulated by the GCN4-mediated general amino acid control pathway",-0.1184,0.2089,0.0679,,,
YHR026W,PPA1,"Subunit c of the vacuolar ATPase, which functions in acidification of the vacuole, one of three proteolipid subunits of the V0 domain",-0.0029,0.1829,0.0184,,,
YHR027C,RPN1,"Non-ATPase base subunit of the 19S regulatory particle of the 26S proteasome, may participate in the recognition of several ligands of the proteasome, contains a leucine-rich repeat (LRR) domain, a site for protein?protein interactions",-0.2214,-0.6640,-0.3830,,,
YHR028C,DAP2,"Dipeptidyl aminopeptidase, synthesized as a glycosylated precursor, localizes to the vacuolar membrane, similar to Ste13p",0.1784,-0.0930,0.0987,,,
YHR029C,---,Hypothetical protein,0.1630,-0.5350,-0.1525,,,
YHR030C,SLT2,"Serinethreonine MAP kinase involved in regulating the maintenance of cell wall integrity and progression through the cell cycle, regulated by the PKC1-mediated signaling pathway",0.6842,-0.4964,0.0705,,,
YHR031C,RRM3,"DNA helicase involved in rDNA replication and Ty1 transposition, structurally and functionally related to Pif1p",-0.2149,-0.2579,-0.0569,,,
YHR032W,---,Hypothetical protein,0.0507,0.2624,-0.3778,,,
YHR033W,---,Hypothetical protein,-0.1796,-0.0406,-0.4413,,,
YHR034C,PIH1,"Protein of unresolved function, may function in protein folding andor rRNA processing, interacts with a chaperone (Hsp82p), two chromatin remodeling factors (Rvb1p, Rvb2p) and two rRNA processing factors (Rrp43p, Nop58p)",0.2791,-0.0809,0.1269,,,
YHR035W,---,Hypothetical protein,-0.2451,-0.3123,-0.1192,,,
YHR036W,---,Protein required for cell viability,0.0020,-0.3365,-0.0928,,,
YHR037W,PUT2,"Delta-1-pyrroline-5-carboxylate dehydrogenase, nuclear-encoded mitochondrial protein involved in utilization of proline as sole nitrogen source, deficiency of the human homolog causes HPII, an autosomal recessive inborn error of metabolism",0.1288,0.0094,0.1560,,,
YHR038W,RRF1,"Mitochondrial ribosome recycling factor, essential for mitochondrial protein synthesis and for the maintenance of the respiratory function of mitochondria",-0.8340,-1.2112,-0.6864,,,
YHR039C,MSC7,"Protein of unknown function, green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum, msc7 mutants are defective in directing meiotic recombination events to homologous chromatids",0.0010,0.4613,0.1372,,,
YHR039C-A,VMA10,Vacuolar H+ ATPase subunit G of the catalytic (V1) sector,-0.2097,-0.5238,0.1533,,,
YHR040W,BCD1,Essential protein required for the accumulation of box CD snoRNA,-0.4502,-0.3479,-0.1299,,,
YHR041C,SRB2,RNA polymerase II holoenzymemediator subunit,-0.1187,0.9761,0.6060,,,
YHR042W,NCP1,"NADP-cytochrome P450 reductase, involved in ergosterol biosynthesis, associated and coordinately regulated with Erg11p",0.1287,0.2945,0.0632,,,
YHR043C,DOG2  DOG1,"2-deoxyglucose-6-phosphate phosphatase, member of a family of low molecular weight phosphatases, similar to Dog1p, induced by oxidative and osmotic stress, confers 2-deoxyglucose resistance when overexpressed  2-deoxyglucose-6-phosphate phosphatase, similar to Dog2p, member of a family of low molecular weight phosphatases, confers 2-deoxyglucose resistance when overexpressed, in vivo substrate has not yet been identified",-0.4045,0.0411,0.1349,,,
YHR044C,DOG1,"2-deoxyglucose-6-phosphate phosphatase, similar to Dog2p, member of a family of low molecular weight phosphatases, confers 2-deoxyglucose resistance when overexpressed, in vivo substrate has not yet been identified",-0.3409,-0.0374,-0.0866,,,
YHR045W,---,Hypothetical protein,-0.8357,-0.3700,-0.8355,,,
YHR046C,INM1,"Inositol monophosphatase, involved in biosynthesis of inositol and in phosphoinositide second messenger signaling, INM1 expression increases in the presence of inositol and decreases upon exposure to antibipolar drugs lithium and valproate",0.8112,1.3635,0.4104,,,
YHR047C,AAP1,"Argininealanine aminopeptidase, overproduction stimulates glycogen accumulation",0.0995,0.1129,0.0333,,,
YHR048W,---,Hypothetical protein,-0.6466,-0.0823,-0.3229,,,
YHR049W,FSH1,"Serine hydrolase that localizes to both the nucleus and cytoplasm, sequence is similar to Fsh2p and Fsh3p",-0.1107,-0.2137,-0.3753,,,
YHR050W,SMF2,"Divalent metal ion transporter involved in manganese homeostasis, has broad specificity for di-valent and tri-valent metals, post-translationally regulated by levels of metal ions, member of the Nramp family of metal transport proteins",-0.1441,-0.5918,-0.2395,,,
YHR050W-A,---,Identified by expression profiling and mass spectrometry,-0.3803,0.1089,-0.5937,,,
YHR051W,COX6,"Subunit VI of cytochrome c oxidase, which is the terminal member of the mitochondrial inner membrane electron transport chain, expression is regulated by oxygen levels",-0.4864,-0.5063,-0.3175,,,
YHR052W,CIC1,"Essential protein that interacts with proteasome components and has a potential role in proteasome substrate specificity, also copurifies with 66S pre-ribosomal particles",-0.2975,-0.3664,-0.3596,,,
YHR053C,CUP1-1  CUP1-2,"Metallothionein, binds copper and mediates resistance to high concentrations of copper and cadmium, locus is variably amplified in different strains, with two copies, CUP1-1 and CUP1-2, in the genomic sequence reference strain S288C  Metallothionein, binds copper and mediates resistance to high concentrations of copper and cadmium, locus is variably amplified in different strains, with two copies, CUP1-1 and CUP1-2, in the genomic sequence reference strain S288C",0.0872,-0.2693,0.1356,,,
YHR054C,RSC30,"Hypothetical protein  One of 15 subunits of the Remodel the Structure of Chromatin (RSC) complex, non-essential gene required for regulation of ribosomal protein genes and the cell wallstress response, highly similar to Rsc3p, null mutants are osmosensitive",0.1033,0.0897,-0.0193,,,
YHR057C,CPR2,"Peptidyl-prolyl cis-trans isomerase (cyclophilin), catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues, has a potential role in the secretory pathway",0.0407,-0.1873,0.0965,,,
YHR058C,MED6,"RNA polymerase II transcriptional regulation mediator, RNA polymerase II mediator subunit",-0.1618,-0.2830,0.2046,,,
YHR059W,FYV4,"Protein of unknown function, required for survival upon exposure to K1 killer toxin",-0.5606,-0.7539,-0.4478,,,
YHR060W,VMA22,"Integral membrane protein that is required for vacuolar H+-ATPase (V-ATPase) function, although not an actual component of the V-ATPase complex, functions in the assembly of the V-ATPase, localized to the yeast endoplasmic reticulum (ER)",-0.0141,-0.0790,0.7585,,,
YHR061C,GIC1,"Protein of unknown function involved in initiation of budding and cellular polarization, interacts with Cdc42p via the Cdc42Rac-interactive binding (CRIB) domain",0.1585,0.5723,1.2579,,,
YHR062C,RPP1,"Subunit of both RNase MRP, which cleaves pre-rRNA, and nuclear RNase P, which cleaves tRNA precursors to generate mature 5 ends",0.0191,0.2001,0.0862,,,
YHR063C,PAN5,"2-dehydropantoate 2-reductase, part of the pantothenic acid pathway, structurally homologous to E. coli panE",0.1968,-0.3193,0.3039,,,
YHR064C,SSZ1,"Hsp70 protein that interacts with Zuo1p (a DnaJ homolog) to form a ribosome-associated complex that is bound to the ribosome via the Zuo1p subunit, also involved in pleiotropic drug resistance via sequential activation of PDR1 and PDR5",-0.2889,-0.0960,-0.2009,,,
YHR065C,RRP3,"Protein involved in rRNA processing, required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA, homologous to eIF-4a, which is a DEAD box RNA-dependent ATPase with helicase activity",-0.2295,-0.1745,-0.0882,,,
YHR066W,SSF1,"Constituent of 66S pre-ribosomal particles, required for ribosomal large subunit maturation, functionally redundant with Ssf2p, member of the Brix family",-0.4901,-0.5727,-0.6207,,,
YHR067W,HTD2,"Mitochondrial 3-hydroxyacyl-thioester dehydratase involved in fatty acid biosynthesis, required for respiratory growth and for normal mitochondrial morphology",-0.0341,-0.1500,0.1492,,,
YHR068W,DYS1,"Deoxyhypusine synthase, catalyzes formation of deoxyhypusine, the first step in hypusine biosynthesis, triggers posttranslational hypusination of translation elongation factor eIF-5A and regulates its intracellular levels, tetrameric",-0.0617,0.5658,0.0569,,,
YHR069C,RRP4,"Protein involved in rRNA processing, component of the exosome 3->5 exonuclease complex with Rrp41p, Rrp42p, Rrp43p and Dis3p",-0.3321,-0.5940,-0.3004,,,
YHR070W,TRM5,"tRNA(m(1)G37)methyltransferase, methylates a tRNA base adjacent to the anticodon that has a role in prevention of frameshifting, highly conserved across Archaea, Bacteria, and Eukarya",0.2119,0.6140,0.0961,,,
YHR071W,PCL5,"Cyclin, interacts with Pho85p cyclin-dependent kinase (Cdk), induced by Gcn4p at level of transcription, specifically required for Gcn4p degradation, may be sensor of cellular protein biosynthetic capacity",0.3365,-0.2506,-0.5540,,,
YHR072W,ERG7,"Lanosterol synthase, an essential enzyme that catalyzes the cyclization of squalene 2,3-epoxide, a step in ergosterol biosynthesis",-0.2512,0.0020,-0.5281,,,
YHR072W-A,NOP10,"Constituent of small nucleolar ribonucleoprotein particles containing HACA-type snoRNAs, which are required for pseudouridylation and processing of pre-18S rRNA",-0.0590,-0.0340,0.3209,,,
YHR073W,OSH3,"Member of an oxysterol-binding protein family with seven members in S. cerevisiae, family members have overlapping, redundant functions in sterol metabolism and collectively perform a function essential for viability",0.3155,-0.3140,0.0835,,,
YHR074W,QNS1,"Glutamine-dependent NAD(+) synthetase, essential for the formation of NAD(+) from nicotinic acid adenine dinucleotide",-0.2671,-0.1035,-0.2272,,,
YHR075C,PPE1,"Protein with carboxyl methyl esterase activity that may have a role in demethylation of the phosphoprotein phosphatase catalytic subunit, also identified as a small subunit mitochondrial ribosomal protein",0.9893,0.5863,0.4035,,,
YHR076W,PTC7,"Mitochondrially localized type 2C protein phosphatase, expression induced by growth on ethanol and by sustained osmotic stress, possible role in carbon source utilization in low oxygen environments",-0.1927,-0.2462,-0.0131,,,
YHR077C,NMD2,"Protein involved in the nonsense-mediated mRNA decay (NMD) pathway, interacts with Nam7p and Upf3p",-0.3542,-0.3275,-0.4765,,,
YHR078W,---,Hypothetical protein,-0.6288,-0.2567,-0.5793,,,
YHR079C,IRE1,"Serine-threonine kinase and endoribonuclease, transmembrane protein that initiates the unfolded protein response signal by regulating synthesis of Hac1p through HAC1 mRNA splicing",0.1578,0.1196,0.0337,,,
YHR079C-A,SAE3,"Meiosis specific protein involved in DMC1-dependent meiotic recombination, forms heterodimer with Mei5p, proposed to be an assembly factor for Dmc1p",0.1080,0.0145,0.0956,,,
YHR080C,---,Hypothetical protein,-0.1072,-0.1715,-0.1196,,,
YHR081W,LRP1,"Substrate-specific nuclear cofactor for exosome activity in the processing of stable RNAs, homolog of mammalian nuclear matrix protein C1D, which is involved in regulation of DNA repair and recombination",-0.5502,-0.9404,-0.2629,,,
YHR082C,KSP1,"Nonessential putative serinethreonine protein kinase of unknown cellular role, overproduction causes allele-specific suppression of the prp20-10 mutation",-0.1734,-0.2237,-0.1613,,,
YHR083W,SAM35,"Essential component of the sorting and assembly machinery (SAM complex, aka TOB complex) of the mitochondrial outer membrane, which binds precursors of beta-barrel proteins and facilitates their insertion into the outer membrane",-0.4844,-0.2252,-0.4247,,,
YHR084W,STE12,"Transcription factor that is activated by a MAP kinase signaling cascade, activates genes involved in mating or pseudohyphalinvasive growth pathways, cooperates with Tec1p transcription factor to regulate genes specific for invasive growth",0.0925,0.0252,-0.0247,,,
YHR085W,IPI1,"Protein of unknown function, essential for viability, may be involved in rRNA processing",-0.0976,-0.1254,-0.1459,,,
YHR086W,NAM8,"RNA binding protein, component of the U1 snRNP protein, mutants are defective in meiotic recombination and in formation of viable spores, involved in the formation of DSBs through meiosis-specific splicing of MER2 pre-mRNA",-0.2094,0.1715,-0.1953,,,
YHR086W-A,---,Identified by fungal homology and RT-PCR,0.1401,0.1068,0.1963,,,
YHR087W,---,"Protein involved in RNA metabolism, one of two yeast homologs (with Sdo1pYlr022cp) of the human protein SBDS responsible for autosomal recessive Shwachman-Bodian-Diamond Syndrome, also conserved in Archaea",0.2194,0.3351,0.4957,,,
YHR088W,RPF1,"Nucleolar protein involved in the assembly of the large ribosomal subunit, constituent of 66S pre-ribosomal particles, contains a sigma(70)-like motif, which is thought to bind RNA",-0.2510,-1.0233,-0.1880,,,
YHR089C,GAR1,"Protein component of the HACA snoRNP pseudouridylase complex, involved in the modification and cleavage of the 18S pre-rRNA",0.0326,0.1386,0.0726,,,
YHR090C,YNG2,"Subunit of the NuA4 histone acetyltransferase complex that acetylates histone H4 and H2A, has similarity to the human tumor suppressor ING1",-0.7714,-1.1932,-0.5559,,,
YHR091C,MSR1,Mitochondrial arginyl-tRNA synthetase,0.0975,-0.1264,-0.0131,,,
YHR092C,HXT4,"High-affinity glucose transporter of the major facilitator superfamily, expression is induced by low levels of glucose and repressed by high levels of glucose",1.3064,2.0142,1.0414,,,
YHR094C,HXT1,"Low-affinity glucose transporter of the major facilitator superfamily, expression is induced by Hxk2p in the presence of glucose and repressed by Rgt1p when glucose is limiting",0.0499,0.7618,0.3742,,,
YHR096C,HXT5,"Hexose transporter with moderate affinity for glucose, may function in accumulation of reserve carbohydrates during stress, expression induced by a decrease in growth rate, contains an extended N-terminal domain relative to other HXTs",0.5178,0.4391,0.3716,,,
YHR097C,---,Hypothetical protein,0.9802,-0.0907,0.6126,,,
YHR098C,SFB3,"Member of the Sec24p family, forms a complex, with Sec23p, that is involved in sorting of Pma1p into COPII vesicles, peripheral ER membrane protein, potential Cdc28p substrate",-0.2221,-0.1631,0.0034,,,
YHR099W,TRA1,"Subunit of SAGA and NuA4 histone acetyltransferase complexes, interacts with acidic activators (e.g., Gal4p) which leads to transcription activation, similar to human TRRAP, which is a cofactor for c-Myc mediated oncogenic transformation",-0.5280,-0.8162,-0.5711,,,
YHR100C,---,Hypothetical protein,0.2686,0.2713,0.2943,,,
YHR101C,BIG1,"Integral membrane protein of the endoplasmic reticulum, required for normal content of cell wall beta-1,6-glucan",-0.1217,0.1657,0.0457,,,
YHR102W,KIC1,"Protein kinase of the PAKSte20 kinase family, required for cell integrity possibly through regulating 1,6-beta-glucan levels in the wall, physically interacts with Cdc31p (centrin), which is a component of the spindle pole body",-0.0181,-0.0289,0.1102,,,
YHR103W,SBE22,"Protein involved in the transport of cell wall components from the Golgi to the cell surface, similar in structure and functionally redundant with Sbe2p, involved in bud growth",-0.4041,-0.5670,-0.5682,,,
YHR104W,GRE3,"Aldose reductase involved in methylglyoxal, d-xylose and arabinose metabolism, stress induced (osmotic, ionic, oxidative, heat shock, starvation and heavy metals), regulated by the HOG pathway",0.3097,0.7517,0.5120,,,
YHR105W,YPT35,Endosomal protein of unknown function that contains a phox (PX) homology domain and binds to both phosphatidylinositol-3-phosphate (PtdIns(3)P) and proteins involved in ER-Golgi or vesicular transport PMID:14562095|PMID:15263065,0.0545,-0.0753,0.0271,,,
YHR106W,TRR2,"Mitochondrial thioredoxin reductase involved in protection against oxidative stress, required with Glr1p to maintain the redox state of Trx3p, contains active-site motif (CAVC) present in prokaryotic thioredoxin reductases, binds NADPH and FAD",1.0217,1.0462,0.7368,,,
YHR107C,CDC12,"Component of the septin ring of the mother-bud neck that is required for cytokinesis, septins recruit proteins to the neck and can act as a barrier to diffusion at the membrane, and they comprise the 10nm filaments seen with EM",-0.4014,-1.0438,-0.4340,,,
YHR108W,GGA2,"Golgi-localized protein with homology to gamma-adaptin, interacts with and regulates Arf1p and Arf2p in a GTP-dependent manner in order to facilitate traffic through the late Golgi",0.5160,0.7910,0.7486,,,
YHR109W,CTM1,"Cytochrome c lysine methyltransferase, trimethylates residue 72 of apo-cytochrome c (Cyc1p) in the cytosol, not required for normal respiratory growth",-0.2528,0.0517,-0.2257,,,
YHR110W,ERP5,"Protein with similarity to Emp24p and Erv25p, member of the p24 family involved in ER to Golgi transport",-0.3441,-0.7531,-0.2707,,,
YHR111W,UBA4,"Protein that activates Urm1p before its conjugation to proteins (urmylation), one target is the thioredoxin peroxidase Ahp1p, suggesting a role of urmylation in the oxidative stress response",0.1669,-0.1422,0.1231,,,
YHR112C,---,Hypothetical protein,0.4866,0.9548,0.6018,,,
YHR113W,---,Putative metalloprotease,-0.6840,0.1518,-0.3437,,,
YHR114W,BZZ1,"SH3 domain protein implicated in the regulation of actin polymerization, able to recruit actin polymerization machinery through its SH3 domains, colocalizes with cortical actin patches and Las17p, interacts with type I myosins",0.1899,-0.4447,0.1320,,,
